,Optim_params_exp,Optim_params_lin,cell,experiment_id,image_name,r_sq_exp,r_sq_lin,session_type
2231,"[array([ 0.00633278,  1.07414452,  0.00929952]), array([[  2.07795073e-03,   2.26073629e-01,  -5.06702056e-05],
       [  2.26073629e-01,   3.19208863e+02,   3.13846654e-02],
       [ -5.06702056e-05,   3.13846654e-02,   5.73944665e-05]])]","[array([ 0.02175656, -0.00062649]), array([[  1.88188140e-04,  -7.14638511e-06],
       [ -7.14638511e-06,   3.66481290e-07]])]",9,639769395,im106,0.000564583066756,0.0274109797004,behavior_session_C
2232,"[array([ -1.69976396e-02,   2.46401944e+01,   2.09635822e-02]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.01786252,  0.00013432]), array([[  5.39588626e-05,  -1.99847640e-06],
       [ -1.99847640e-06,   9.99238193e-08]])]",9,639769395,im054,0.0125430087103,0.00460861787947,behavior_session_C
2233,"[array([ 0.01391145,  0.3858529 ,  0.01121048]), array([[  3.01594492e-04,   7.24018640e-03,  -6.68091912e-06],
       [  7.24018640e-03,   7.72226187e-01,   1.18660829e-03],
       [ -6.68091912e-06,   1.18660829e-03,   1.24231223e-05]])]","[array([  1.28529635e-02,  -2.91290696e-05]), array([[  3.54831798e-05,  -1.31419186e-06],
       [ -1.31419186e-06,   6.57095929e-08]])]",9,639769395,im075,0.0213264795681,0.000330990878357,behavior_session_C
2234,"[array([ 0.01407863,  0.72816839,  0.01150147]), array([[  5.59456700e-04,   2.22352623e-02,  -1.22987552e-05],
       [  2.22352623e-02,   6.12122916e+00,   2.68261991e-03],
       [ -1.22987552e-05,   2.68261991e-03,   1.60400829e-05]])]","[array([-0.00083051,  0.00063317]), array([[  4.69970694e-05,  -1.69868928e-06],
       [ -1.69868928e-06,   8.28628924e-08]])]",9,639769395,im045,0.0105036775165,0.107904185359,behavior_session_C
2235,"[array([ -0.03027437,  22.70072111,   0.02366429]), array([[  5.67100237e-04,   2.43298821e+05,  -1.41775060e-05],
       [  2.43298821e+05,   1.67009109e+17,  -2.43298821e+05],
       [ -1.41775060e-05,  -2.43298821e+05,   1.41775060e-05]])]","[array([ 0.02854825, -0.00028112]), array([[  5.17460895e-05,  -1.91652183e-06],
       [ -1.91652183e-06,   9.58260916e-08]])]",9,639769395,im035,0.0408204946006,0.0207081651103,behavior_session_C
2236,"[array([-0.02889895,  0.0377842 ,  0.02636885]), array([[ 0.00279885,  0.00752219, -0.00312139],
       [ 0.00752219,  0.02479663, -0.00940802],
       [-0.00312139, -0.00940802,  0.00373454]])]","[array([ 0.0005813 ,  0.00054082]), array([[  1.00677563e-04,  -3.72879890e-06],
       [ -3.72879890e-06,   1.86439944e-07]])]",10,639769395,im000,0.0406997253293,0.0386698751074,behavior_session_C
2237,"[array([ -1.26895222e-02,   1.54521483e+00,   2.80102359e-04]), array([[  6.00414346e-04,  -3.60383080e-02,  -1.44191113e-05],
       [ -3.60383080e-02,   7.25729946e+01,  -6.46438937e-03],
       [ -1.44191113e-05,  -6.46438937e-03,   1.51061760e-05]])]","[array([ 0.00516411, -0.00025698]), array([[  5.21205052e-05,  -1.88387369e-06],
       [ -1.88387369e-06,   9.18962783e-08]])]",10,639769395,im031,0.00703804198118,0.0176481125062,behavior_session_C
2238,"[array([  4.02813857e-02,   2.08818327e+01,   1.74794514e-03]), array([[  4.21067183e-04,  -2.73757675e+04,  -1.10807154e-05],
       [ -2.73757675e+04,   2.57009270e+15,   2.73757794e+04],
       [ -1.10807154e-05,   2.73757794e+04,   1.10807155e-05]])]","[array([-0.0028516 ,  0.00029644]), array([[  4.24390628e-05,  -1.65346998e-06],
       [ -1.65346998e-06,   8.70247352e-08]])]",10,639769395,im073,0.0967525693616,0.0265669527618,behavior_session_C
2239,"[array([ -1.37591633e-02,   2.67890623e+01,   9.45505554e-03]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.03457607, -0.0013059 ]), array([[  8.34559602e-05,  -3.16921367e-06],
       [ -3.16921367e-06,   1.62523777e-07]])]",10,639769395,im106,0.00439405229934,0.21638221244,behavior_session_C
2240,"[array([ -3.88645952e+01,   1.29835074e-05,   3.88615779e+01]), array([[ -1.37023091e+11,  -4.57868823e+04,   1.37023094e+11],
       [ -4.57868823e+04,  -1.52998926e-02,   4.57868833e+04],
       [  1.37023094e+11,   4.57868833e+04,  -1.37023097e+11]])]","[array([-0.00301665,  0.00050452]), array([[  7.18329402e-05,  -2.66047925e-06],
       [ -2.66047925e-06,   1.33023962e-07]])]",10,639769395,im054,0.046765107121,0.0467683920449,behavior_session_C
2241,"[array([ 0.06323102,  0.51053645, -0.00116067]), array([[  3.21543594e-04,   2.16796716e-03,  -7.06370718e-06],
       [  2.16796716e-03,   7.43055462e-02,   2.97851410e-04],
       [ -7.06370718e-06,   2.97851410e-04,   1.10394291e-05]])]","[array([ 0.01418087, -0.00057422]), array([[  4.24280357e-05,  -1.57140874e-06],
       [ -1.57140874e-06,   7.85704376e-08]])]",10,639769395,im075,0.289463764497,0.0971498998297,behavior_session_C
2242,"[array([ 0.05553351,  0.01016137, -0.04462447]), array([[ 0.22934194, -0.05196684, -0.23251861],
       [-0.05196684,  0.01182995,  0.05273391],
       [-0.23251861,  0.05273391,  0.23579087]])]","[array([ 0.01024457, -0.00046027]), array([[  4.04325855e-05,  -1.46141876e-06],
       [ -1.46141876e-06,   7.12887200e-08]])]",10,639769395,im045,0.0693645326509,0.0691535791509,behavior_session_C
2243,"[array([ 0.02628243,  0.45846802,  0.01331601]), array([[  6.24876450e-04,   9.26022127e-03,  -1.37139836e-05],
       [  9.26022127e-03,   6.55763082e-01,   1.34714569e-03],
       [ -1.37139836e-05,   1.34714569e-03,   2.28286973e-05]])]","[array([ 0.02437591, -0.00046584]), array([[  6.67139673e-05,  -2.47088767e-06],
       [ -2.47088767e-06,   1.23544383e-07]])]",10,639769395,im035,0.0355059465769,0.0430973467459,behavior_session_C
2244,"[array([  2.67124601e-02,   3.17585116e+01,   2.71118147e-02]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.01672177,  0.00055208]), array([[  8.17264576e-05,  -3.02690583e-06],
       [ -3.02690583e-06,   1.51345291e-07]])]",11,639769395,im000,0.0195385476822,0.0491023351735,behavior_session_C
2245,"[array([  7.10927530e-03,   5.02183027e+01,   9.17090687e-03]), array([[  9.28674945e-04,  -2.29066087e+06,  -2.26506077e-05],
       [ -2.29066087e+06,   9.49785595e+18,   2.29066080e+06],
       [ -2.26506077e-05,   2.29066080e+06,   2.26506070e-05]])]","[array([  8.00692129e-03,   6.50367797e-05]), array([[  8.12494289e-05,  -2.93672628e-06],
       [ -2.93672628e-06,   1.43254938e-07]])]",11,639769395,im031,0.00139435964176,0.000737612072145,behavior_session_C
2246,"[array([  1.74547806e-02,   4.46606742e+01,   5.33127449e-03]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([-0.01038981,  0.00085098]), array([[  6.77846942e-05,  -2.64096213e-06],
       [ -2.64096213e-06,   1.38998007e-07]])]",11,639769395,im073,0.0102423042283,0.123428904558,behavior_session_C
2247,"[array([ 0.04427121,  1.48028177,  0.01087071]), array([[  8.57884213e-04,   1.45532973e-02,  -2.16196500e-05],
       [  1.45532973e-02,   7.32532693e+00,   2.63032416e-03],
       [ -2.16196500e-05,   2.63032416e-03,   2.28052867e-05]])]","[array([ 0.00394666,  0.00042856]), array([[  8.13154597e-05,  -3.08792879e-06],
       [ -3.08792879e-06,   1.58355321e-07]])]",11,639769395,im106,0.0600523832325,0.0296175410553,behavior_session_C
2248,"[array([  1.65067261e-02,   2.37137607e+01,   9.03038469e-03]), array([[  8.49693082e-04,  -3.98165925e+04,  -2.12423273e-05],
       [ -3.98165925e+04,   2.98529531e+15,   3.98166469e+04],
       [ -2.12423273e-05,   3.98166469e+04,   2.12423270e-05]])]","[array([-0.00482402,  0.00071285]), array([[  6.95447020e-05,  -2.57572966e-06],
       [ -2.57572966e-06,   1.28786482e-07]])]",11,639769395,im054,0.00837328698278,0.0918769380275,behavior_session_C
2249,"[array([ 0.03292391,  0.87983867,  0.01011252]), array([[  9.32017119e-04,   1.77625764e-02,  -2.15665263e-05],
       [  1.77625764e-02,   3.05714731e+00,   2.23402575e-03],
       [ -2.15665263e-05,   2.23402575e-03,   2.60496881e-05]])]","[array([  1.04897243e-02,   4.97521711e-05]), array([[  8.92917271e-05,  -3.30710111e-06],
       [ -3.30710111e-06,   1.65355061e-07]])]",11,639769395,im075,0.0332732649567,0.000383685489259,behavior_session_C
2250,"[array([-0.030213  ,  0.06139185,  0.02563443]), array([[ 0.00045237,  0.00130795, -0.00034741],
       [ 0.00130795,  0.01770274, -0.00292303],
       [-0.00034741, -0.00292303,  0.00055553]])]","[array([ 0.00319018,  0.00055022]), array([[  9.32284287e-05,  -3.36970223e-06],
       [ -3.36970223e-06,   1.64375716e-07]])]",11,639769395,im045,0.0617204252622,0.0440174117551,behavior_session_C
2251,"[array([ 0.00593341,  0.63151821,  0.02342643]), array([[  7.24399245e-04,   6.15111574e-02,  -1.61250731e-05],
       [  6.15111574e-02,   3.13533353e+01,   7.82616206e-03],
       [ -1.61250731e-05,   7.82616206e-03,   2.24980624e-05]])]","[array([ 0.0259124 , -0.00010884]), array([[  7.09877145e-05,  -2.62917460e-06],
       [ -2.62917460e-06,   1.31458730e-07]])]",11,639769395,im035,0.00153138169569,0.00230545207662,behavior_session_C
2252,"[array([-0.06775233,  0.72536219,  0.02855814]), array([[  6.21498368e-04,  -5.10455728e-03,  -1.40377663e-05],
       [ -5.10455728e-03,   2.91498898e-01,  -6.35134456e-04],
       [ -1.40377663e-05,  -6.35134456e-04,   1.83360535e-05]])]","[array([ 0.00774549,  0.00088046]), array([[  6.19540295e-05,  -2.29459366e-06],
       [ -2.29459366e-06,   1.14729683e-07]])]",12,639769395,im000,0.185014210778,0.147668623177,behavior_session_C
2253,"[array([-0.0740309 ,  0.50584944,  0.01999861]), array([[  7.73969779e-04,  -4.39344770e-03,  -1.80812004e-05],
       [ -4.39344770e-03,   1.28474601e-01,  -6.49280759e-04],
       [ -1.80812004e-05,  -6.49280759e-04,   2.84121040e-05]])]","[array([-0.00329196,  0.00097417]), array([[  9.24821061e-05,  -3.60319903e-06],
       [ -3.60319903e-06,   1.89642056e-07]])]",12,639769395,im073,0.196190314674,0.119135731262,behavior_session_C
2254,"[array([ -4.51371158e-02,   1.41810012e+00,   1.22869731e-03]), array([[  7.30924572e-04,  -1.21547509e-02,  -1.78817681e-05],
       [ -1.21547509e-02,   5.21984648e+00,  -2.03203963e-03],
       [ -1.78817681e-05,  -2.03203963e-03,   1.89958403e-05]])]","[array([ -2.11342787e-04,  -6.33715521e-07]), array([[  7.06950106e-05,  -2.61833188e-06],
       [ -2.61833188e-06,   1.30916343e-07]])]",12,639769395,im075,0.0708968111655,7.86552443177e-08,behavior_session_C
2255,"[array([ 0.02859681,  0.38257248,  0.02174165]), array([[  4.96140026e-04,   5.74921091e-03,  -1.09999773e-05],
       [  5.74921091e-03,   2.95187806e-01,   9.48570452e-04],
       [ -1.09999773e-05,   9.48570452e-04,   2.05707363e-05]])]","[array([  2.51191240e-02,  -5.91706959e-05]), array([[  6.05195068e-05,  -2.24146324e-06],
       [ -2.24146324e-06,   1.12073163e-07]])]",12,639769395,im035,0.0530472103649,0.000800385763622,behavior_session_C
2256,"[array([-0.04189651,  0.12218585,  0.02411835]), array([[  2.33156515e-04,  -4.81367768e-04,  -1.75969634e-05],
       [ -4.81367768e-04,   1.01642094e-02,  -5.63955619e-04],
       [ -1.75969634e-05,  -5.63955619e-04,   5.49520924e-05]])]","[array([ 0.00183504,  0.0006729 ]), array([[  5.94118541e-05,  -2.20043914e-06],
       [ -2.20043914e-06,   1.10021957e-07]])]",13,639769395,im000,0.180057224011,0.0954533403319,behavior_session_C
2257,"[array([ 0.00640168,  4.251566  ,  0.00952248]), array([[  4.96866786e-04,  -6.36201157e-02,  -1.21330621e-05],
       [ -6.36201157e-02,   6.37678628e+04,   1.39339110e-01],
       [ -1.21330621e-05,   1.39339110e-01,   1.21353698e-05]])]","[array([ 0.00491479,  0.00023231]), array([[  4.27677228e-05,  -1.54582130e-06],
       [ -1.54582130e-06,   7.54059167e-08]])]",13,639769395,im031,0.00211065805973,0.0175776570539,behavior_session_C
2258,"[array([ -3.76866116e-02,   4.40054883e+01,   4.17841151e-02]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.09221474, -0.0027051 ]), array([[  2.79902002e-04,  -1.09052728e-05],
       [ -1.09052728e-05,   5.73961731e-07]])]",13,639769395,im073,0.00981062765704,0.256270145472,behavior_session_C
2259,"[array([  1.50032615e-02,   4.47373689e+01,   9.23011978e-03]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([-0.00510926,  0.00075459]), array([[  1.03438586e-04,  -3.92804752e-06],
       [ -3.92804752e-06,   2.01438334e-07]])]",13,639769395,im106,0.00500682626927,0.0692361857148,behavior_session_C
2260,"[array([ 0.16701898,  2.11878946,  0.0421531 ]), array([[  2.18653067e-03,   9.39452462e-03,  -5.46717650e-05],
       [  9.39452462e-03,   5.25483566e+00,   3.05576111e-03],
       [ -5.46717650e-05,   3.05576111e-03,   5.54701509e-05]])]","[array([ 0.05903282, -0.00061248]), array([[  2.56489723e-04,  -9.49961934e-06],
       [ -9.49961934e-06,   4.74980964e-07]])]",13,639769395,im054,0.252807400609,0.019849068384,behavior_session_C
2261,"[array([ -2.94403180e-02,   1.95052260e+01,   6.01801092e-03]), array([[  1.05491361e-03,   5.26622335e+03,  -2.63728399e-05],
       [  5.26622335e+03,   4.20637075e+13,  -5.26625830e+03],
       [ -2.63728399e-05,  -5.26625830e+03,   2.63728401e-05]])]","[array([ 0.00807352, -0.00013868]), array([[  9.60540811e-05,  -3.55755854e-06],
       [ -3.55755854e-06,   1.77877926e-07]])]",13,639769395,im075,0.0211767982771,0.0027645771565,behavior_session_C
2262,"[array([-0.36033131,  0.00385873,  0.34973347]), array([[  1.70594858e+01,   1.98124235e-01,  -1.70940750e+01],
       [  1.98124235e-01,   2.30214156e-03,  -1.98533782e-01],
       [ -1.70940750e+01,  -1.98533782e-01,   1.71288027e+01]])]","[array([-0.00991066,  0.00128556]), array([[  6.16679748e-05,  -2.22896294e-06],
       [ -2.22896294e-06,   1.08729900e-07]])]",13,639769395,im045,0.275459470431,0.275358532759,behavior_session_C
2263,"[array([  2.07425383e-02,   4.63908821e+01,   1.89760042e-02]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.02376654, -0.00021423]), array([[  7.76164043e-05,  -2.87468164e-06],
       [ -2.87468164e-06,   1.43734083e-07]])]",13,639769395,im035,0.0129396470907,0.00812082053654,behavior_session_C
2264,"[array([-0.05286112,  0.04703915,  0.05275147]), array([[ 0.00320618,  0.00604305, -0.00344989],
       [ 0.00604305,  0.01823809, -0.00876455],
       [-0.00344989, -0.00876455,  0.00453178]])]","[array([ 0.00818571,  0.00102927]), array([[  2.74026098e-04,  -1.01491150e-05],
       [ -1.01491150e-05,   5.07455758e-07]])]",14,639769395,im000,0.0575374388176,0.0508101239837,behavior_session_C
2265,"[array([ -4.49666255e-03,   2.74073066e+01,   5.58667358e-03]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([  7.10530841e-03,  -7.93023654e-05]), array([[  6.61049414e-05,  -2.38933523e-06],
       [ -2.38933523e-06,   1.16552939e-07]])]",14,639769395,im031,0.000685213801088,0.00134711167882,behavior_session_C
2266,"[array([ 0.03895329,  0.78656073,  0.01252607]), array([[  6.52145640e-04,   9.79358460e-03,  -1.52969817e-05],
       [  9.79358460e-03,   1.14113153e+00,   1.25524571e-03],
       [ -1.52969817e-05,   1.25524571e-03,   1.92955263e-05]])]","[array([  1.42751672e-02,   2.00465865e-06]), array([[  6.72608194e-05,  -2.55420956e-06],
       [ -2.55420956e-06,   1.30985160e-07]])]",14,639769395,im106,0.0673393484688,8.07376746681e-07,behavior_session_C
2267,"[array([ 0.05073211,  1.15275471,  0.02232257]), array([[  6.09915421e-04,   8.55110359e-03,  -1.46065352e-05],
       [  8.55110359e-03,   1.80526060e+00,   1.20019706e-03],
       [ -1.46065352e-05,   1.20019706e-03,   1.62220524e-05]])]","[array([ 0.02739172, -0.00016304]), array([[  6.14544945e-05,  -2.27609239e-06],
       [ -2.27609239e-06,   1.13804619e-07]])]",14,639769395,im054,0.106314004889,0.00595331305441,behavior_session_C
2268,"[array([ 0.0047602 ,  0.88078278,  0.01391291]), array([[  1.21363421e-03,   1.60604375e-01,  -2.73454193e-05],
       [  1.60604375e-01,   1.90761995e+02,   1.96050832e-02],
       [ -2.73454193e-05,   1.96050832e-02,   3.30169274e-05]])]","[array([-0.00509414,  0.00093661]), array([[  9.75995238e-05,  -3.52769356e-06],
       [ -3.52769356e-06,   1.72082611e-07]])]",14,639769395,im045,0.000538625472412,0.113038986887,behavior_session_C
2269,"[array([  1.64911631e-02,   2.13391597e+01,   2.86071287e-02]), array([[  1.34914180e-03,  -3.02637299e+05,  -3.37285456e-05],
       [ -3.02637299e+05,   1.08619493e+17,   3.02637464e+05],
       [ -3.37285456e-05,   3.02637464e+05,   3.37285454e-05]])]","[array([ 0.01830675,  0.00053513]), array([[  1.17251591e-04,  -4.34265148e-06],
       [ -4.34265148e-06,   2.17132573e-07]])]",14,639769395,im035,0.00527999796207,0.03271039793,behavior_session_C
2270,"[array([-0.08292577,  0.68190326,  0.03482462]), array([[  7.27603235e-04,  -4.67829807e-03,  -1.63221853e-05],
       [ -4.67829807e-03,   1.95264139e-01,  -5.86112295e-04],
       [ -1.63221853e-05,  -5.86112295e-04,   2.19272868e-05]])]","[array([ 0.0200603 ,  0.00053364]), array([[  8.68542520e-05,  -3.21682420e-06],
       [ -3.21682420e-06,   1.60841212e-07]])]",15,639769395,im000,0.227218393058,0.0434271006435,behavior_session_C
2271,"[array([-0.08025264,  1.3000667 ,  0.02931054]), array([[  1.17024757e-03,  -1.07996813e-02,  -2.76733559e-05],
       [ -1.07996813e-02,   1.99414155e+00,  -1.60975497e-03],
       [ -2.76733559e-05,  -1.60975497e-03,   2.98951426e-05]])]","[array([  2.87335705e-02,  -9.99795329e-05]), array([[  1.18328458e-04,  -4.27693225e-06],
       [ -4.27693225e-06,   2.08630843e-07]])]",15,639769395,im031,0.129323647471,0.00119636531022,behavior_session_C
2272,"[array([-0.05351074,  1.85116808,  0.00751889]), array([[  7.11015888e-04,  -9.81972610e-03,  -1.86499261e-05],
       [ -9.81972610e-03,   9.45170437e+00,  -2.56768488e-03],
       [ -1.86499261e-05,  -2.56768488e-03,   1.91215757e-05]])]","[array([ 0.0087782 , -0.00015195]), array([[  7.38392897e-05,  -2.87685545e-06],
       [ -2.87685545e-06,   1.51413444e-07]])]",15,639769395,im073,0.101926827951,0.00410429847447,behavior_session_C
2273,"[array([ 0.03402507,  0.28982672,  0.00690287]), array([[  4.64585190e-04,   3.46794777e-03,  -1.12924531e-05],
       [  3.46794777e-03,   1.11317801e-01,   7.74683071e-04],
       [ -1.12924531e-05,   7.74683071e-04,   2.56537396e-05]])]","[array([  1.02178910e-02,   3.36982949e-06]), array([[  6.83352258e-05,  -2.59500684e-06],
       [ -2.59500684e-06,   1.33077207e-07]])]",15,639769395,im106,0.080678539901,2.24557443629e-06,behavior_session_C
2274,"[array([ -6.63755404e+01,   1.22656720e-05,   6.63770403e+01]), array([[  6.22185994e+10,   1.15324699e+04,  -6.22186013e+10],
       [  1.15324699e+04,   2.13759016e-03,  -1.15324703e+04],
       [ -6.22186013e+10,  -1.15324703e+04,   6.22186031e+10]])]","[array([ 0.00150051,  0.00081398]), array([[  1.00415841e-04,  -3.71910518e-06],
       [ -3.71910518e-06,   1.85955259e-07]])]",15,639769395,im054,0.0837066424566,0.0837116546238,behavior_session_C
2275,"[array([ -8.82444529e-03,   2.86806529e+01,   1.09296697e-02]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.02585977, -0.00075727]), array([[  9.57547768e-05,  -3.54647318e-06],
       [ -3.54647318e-06,   1.77323657e-07]])]",15,639769395,im075,0.00176730243921,0.0765718703047,behavior_session_C
2276,"[array([ 0.01811201,  1.16136092,  0.02302354]), array([[  1.02967519e-03,   4.07079563e-02,  -2.40498762e-05],
       [  4.07079563e-02,   2.44810839e+01,   5.57490134e-03],
       [ -2.40498762e-05,   5.57490134e-03,   2.66544006e-05]])]","[array([ 0.01120508,  0.00060713]), array([[  8.67745946e-05,  -3.13643116e-06],
       [ -3.13643116e-06,   1.52996643e-07]])]",15,639769395,im045,0.00867037726444,0.0568100272623,behavior_session_C
2277,"[array([ 0.04218913,  0.07665563,  0.02253311]), array([[ 0.00031632, -0.00027369, -0.00013904],
       [-0.00027369,  0.00932203,  0.00141656],
       [-0.00013904,  0.00141656,  0.00026803]])]","[array([ 0.05269541, -0.00084097]), array([[  8.53107316e-05,  -3.15965673e-06],
       [ -3.15965673e-06,   1.57982836e-07]])]",15,639769395,im035,0.131889719787,0.102965669209,behavior_session_C
2278,"[array([ 0.04098796,  5.82130974,  0.02110044]), array([[  8.75936257e-04,  -1.60017220e-01,  -2.19047345e-05],
       [ -1.60017220e-01,   5.93661288e+04,   1.80854638e-01],
       [ -2.19047345e-05,   1.80854638e-01,   2.19049269e-05]])]","[array([ 0.0137439 ,  0.00041796]), array([[  7.98187133e-05,  -2.95624862e-06],
       [ -2.95624862e-06,   1.47812431e-07]])]",16,639769395,im000,0.0480702004436,0.029412264501,behavior_session_C
2279,"[array([-0.09009798,  0.05729366,  0.07604736]), array([[ 0.00327404,  0.0035339 , -0.00285903],
       [ 0.0035339 ,  0.01215684, -0.00682807],
       [-0.00285903, -0.00682807,  0.00432523]])]","[array([ 0.00509337,  0.00175132]), array([[  5.73501854e-04,  -2.07289828e-05],
       [ -2.07289828e-05,   1.01116990e-06]])]",16,639769395,im031,0.0847903551069,0.0704856571609,behavior_session_C
2280,"[array([  9.79901670e-03,   2.42517655e+01,   1.59949227e-02]), array([[ inf,  inf,  inf],
       [ inf,  inf,  inf],
       [ inf,  inf,  inf]])]","[array([ 0.010668  ,  0.00029359]), array([[  7.28196255e-05,  -2.83712825e-06],
       [ -2.83712825e-06,   1.49322539e-07]])]",16,639769395,im073,0.00337525694196,0.0153612874899,behavior_session_C
2281,"[array([ -9.06607562e-03,   1.66849544e+01,   1.01618579e-02]), array([[  4.40848395e-04,   3.47188329e+03,  -1.13038051e-05],
       [  3.47188329e+03,   4.15893715e+13,  -3.47193074e+03],
       [ -1.13038051e-05,  -3.47193074e+03,   1.13038051e-05]])]","[array([ 0.00325401,  0.00034263]), array([[  3.89107638e-05,  -1.47762397e-06],
       [ -1.47762397e-06,   7.57755892e-08]])]",16,639769395,im106,0.00501705967094,0.0391717228517,behavior_session_C
2282,"[array([ 0.01267339,  2.49930171,  0.0281613 ]), array([[  6.14960562e-04,   3.07666397e-02,  -1.54140857e-05],
       [  3.07666397e-02,   5.58765518e+02,   1.60229397e-02],
       [ -1.54140857e-05,   1.60229397e-02,   1.55187969e-05]])]","[array([ 0.01522129,  0.00066384]), array([[  4.92462928e-05,  -1.82393676e-06],
       [ -1.82393676e-06,   9.11968373e-08]])]",16,639769395,im054,0.00684545426028,0.110242664545,behavior_session_C
2283,"[array([-0.01079458,  0.27736976, -0.00061502]), array([[  4.54011302e-04,  -1.02681166e-02,  -1.07887784e-05],
       [ -1.02681166e-02,   9.84178696e-01,  -2.31613534e-03],
       [ -1.07887784e-05,  -2.31613534e-03,   2.53340092e-05]])]","[array([ 0.00030518, -0.00010036]), array([[  6.18932701e-05,  -2.29234358e-06],
       [ -2.29234358e-06,   1.14617190e-07]])]",16,639769395,im075,0.00875853017995,0.0022479906816,behavior_session_C
2284,"[array([ 0.02515018,  1.80271005,  0.00991239]), array([[  1.00668187e-03,   3.03444042e-02,  -2.44050950e-05],
       [  3.03444042e-02,   5.45585546e+01,   6.85673080e-03],
       [ -2.44050950e-05,   6.85673080e-03,   2.50868564e-05]])]","[array([-0.00440913,  0.00073359]), array([[  8.19681222e-05,  -2.96270319e-06],
       [ -2.96270319e-06,   1.44522108e-07]])]",16,639769395,im045,0.01612164388,0.0851632905637,behavior_session_C
2285,"[array([-0.01747219,  0.34408765,  0.03331476]), array([[  7.33865929e-04,  -1.26190988e-02,  -1.65064063e-05],
       [ -1.26190988e-02,   9.35595321e-01,  -2.27728150e-03],
       [ -1.65064063e-05,  -2.27728150e-03,   3.31764652e-05]])]","[array([ 0.02928962,  0.00012807]), array([[  9.00264146e-05,  -3.33431167e-06],
       [ -3.33431167e-06,   1.66715582e-07]])]",16,639769395,im035,0.0140523202007,0.00251621181924,behavior_session_C
2286,"[array([  0.64570149,  21.39852764,   0.06440403]), array([[  4.59790139e-03,  -1.90206700e+04,  -1.14947535e-04],
       [ -1.90206700e+04,   1.25896092e+14,   1.90206764e+04],
       [ -1.14947535e-04,   1.90206764e+04,   1.14947535e-04]])]","[array([ 0.11515371, -0.00175004]), array([[  1.34972020e-03,  -4.99896372e-05],
       [ -4.99896372e-05,   2.49948187e-06]])]",17,639769395,im000,0.704820266318,0.0304612759855,behavior_session_C
2287,"[array([ 0.13151045,  2.2127059 ,  0.03750041]), array([[  1.31712998e-03,   7.09598708e-03,  -3.21486136e-05],
       [  7.09598708e-03,   6.16151993e+00,   2.47589398e-03],
       [ -3.21486136e-05,   2.47589398e-03,   3.25391418e-05]])]","[array([ 0.05663865, -0.00076207]), array([[  1.46004594e-04,  -5.27727448e-06],
       [ -5.27727448e-06,   2.57428024e-07]])]",17,639769395,im031,0.253052254157,0.0533879837426,behavior_session_C
2288,"[array([ 0.16652552,  1.72649122,  0.15892267]), array([[  1.37527973e-02,   6.17123014e-02,  -3.59584017e-04],
       [  6.17123014e-02,   1.44318627e+01,   1.42967199e-02],
       [ -3.59584017e-04,   1.42967199e-02,   3.71337262e-04]])]","[array([ 0.1763945 , -0.00064621]), array([[  1.35689569e-03,  -5.28660656e-05],
       [ -5.28660656e-05,   2.78242448e-06]])]",17,639769395,im073,0.0540211660511,0.0040397802173,behavior_session_C
2289,"[array([ 0.06730798,  0.15049746,  0.00433912]), array([[  4.47039322e-04,   8.09689558e-04,  -2.08428737e-05],
       [  8.09689558e-04,   9.57935081e-03,   5.53019771e-04],
       [ -2.08428737e-05,   5.53019771e-04,   6.83454610e-05]])]","[array([ 0.04204446, -0.0013175 ]), array([[  9.74785266e-05,  -3.70171619e-06],
       [ -3.70171619e-06,   1.89831599e-07]])]",17,639769395,im106,0.244365226054,0.193957477925,behavior_session_C
2290,"[array([ 0.16296502,  0.60356459,  0.03866241]), array([[  2.18036898e-03,   6.51765464e-03,  -4.83513254e-05],
       [  6.51765464e-03,   1.12360979e-01,   8.39201105e-04],
       [ -4.83513254e-05,   8.39201105e-04,   6.89910607e-05]])]","[array([ 0.06025638, -0.00064112]), array([[  2.94190891e-04,  -1.08959590e-05],
       [ -1.08959590e-05,   5.44797950e-07]])]",17,639769395,im054,0.279394396417,0.0189783230055,behavior_session_C
